239	40.69196566	-73.9813018
366	40.693261	-73.968896
322	40.696192	-73.991218
398	40.69165183	-73.9999786
174	40.7381765	-73.97738662
403	40.72502876	-73.99069656
430	40.7014851	-73.98656928
323	40.69236178	-73.98631746
401	40.72019576	-73.98997825
369	40.73224119	-74.00026394
307	40.71427487	-73.98990025
254	40.73532427	-73.99800419
539	40.71534825	-73.96024116
490	40.751551	-73.993934
438	40.72779126	-73.98564945
468	40.7652654	-73.98192338
385	40.75797322	-73.96603308
300	40.728145	-73.990214
519	40.75188406	-73.97770164
482	40.73935542	-73.99931783
505	40.74901271	-73.98848395
463	40.74206539	-74.00443172
285	40.73454567	-73.99074142
462	40.74691959	-74.00451887
499	40.76915505	-73.98191841
352	40.76340613	-73.97722479
410	40.72066442	-73.98517977
532	40.710451	-73.960876
504	40.73221853	-73.98165557
531	40.71893904	-73.99266288
291	40.713126	-73.984844
262	40.69178232	-73.97372989
143	40.69239502	-73.99337909
441	40.756014	-73.967416
379	40.749156	-73.9916
351	40.70530954	-74.00612572
308	40.71307916	-73.99851193
483	40.73223272	-73.98889957
280	40.73331967	-73.99510132
251	40.72317958	-73.99480012
423	40.76584941	-73.98690506
412	40.7158155	-73.99422366
127	40.73172428	-74.00674436
435	40.74173969	-73.99415556
450	40.76227205	-73.98788205
364	40.68900443	-73.96023854
241	40.68981035	-73.97493121
392	40.695065	-73.987167
359	40.75510267	-73.97498696
242	40.69788349	-73.97350332
460	40.71285887	-73.96590294
536	40.74144387	-73.97536082
512	40.7500727	-73.99839279
391	40.69760127	-73.99344559
407	40.700469	-73.991454
367	40.75828065	-73.97069431
528	40.74290902	-73.97706058
503	40.73827428	-73.98751968
120	40.68676793	-73.95928168
404	40.7405826	-74.00550867
467	40.68312489	-73.97895137
396	40.680342423	-73.9557689392
513	40.768254	-73.988639
522	40.75714758	-73.97207836
393	40.72299208	-73.97995466
368	40.73038599	-74.00214988
517	40.75149263	-73.97798848
475	40.73524276	-73.98758561
415	40.7047177	-74.00926027
507	40.73912601	-73.97973776
363	40.70834698	-74.01713445
383	40.735238	-74.000271
448	40.75660359	-73.9979009
422	40.770513	-73.988038
295	40.71406667	-73.99293911
293	40.73028666	-73.9907647
341	40.71782143	-73.97628939
334	40.74238787	-73.99726235
439	40.7262807	-73.98978041
318	40.75320159	-73.9779874
402	40.7403432	-73.98955109
459	40.746745	-74.007756
317	40.72453734	-73.98185424
537	40.74025878	-73.98409214
2012	40.739445	-73.976806
466	40.74395411	-73.99144871
167	40.7489006	-73.97604882
474	40.7451677	-73.98683077
453	40.74475148	-73.99915362
521	40.75044999	-73.99481051
2003	40.73416059	-73.98024289
337	40.7037992	-74.00838676
376	40.70862144	-74.00722156
465	40.75513557	-73.98658032
500	40.76228826	-73.98336183
264	40.70706456	-74.00731853
458	40.751396	-74.005226
447	40.76370739	-73.9851615
306	40.70823502	-74.00530063
534	40.70255065	-74.0127234
160	40.748238	-73.978311
