305	40.76095756	-73.96724467
325	40.73624527	-73.98473765
526	40.74765947	-73.98490707
347	40.72873888	-74.00748842
529	40.7575699	-73.99098507
478	40.76030096	-73.99884222
274	40.68691865	-73.976682
258	40.68940747	-73.96885458
116	40.74177603	-74.00149746
330	40.71450451	-74.00562789
296	40.71413089	-73.9970468
345	40.73649403	-73.99704374
476	40.74394314	-73.97966069
252	40.73226398	-73.99852205
294	40.73049393	-73.9957214
380	40.73401143	-74.00293877
326	40.72953837	-73.98426726
382	40.73492695	-73.99200509
223	40.73781509	-73.99994661
344	40.6851443	-73.95380904
433	40.72955361	-73.98057249
284	40.7390169121	-74.0026376103
473	40.72110063	-73.9919254
472	40.7457121	-73.98194829
247	40.73535398	-74.00483091
128	40.72710258	-74.00297088
2021	40.75929124	-73.98859651
515	40.76009437	-73.99461843
224	40.71146364	-74.00552427
79	40.71911552	-74.00666661
329	40.72043411	-74.01020609
461	40.73587678	-73.98205027
540	40.74147286	-73.98320928
356	40.71622644	-73.98261206
348	40.72490985	-74.00154702
417	40.71291224	-74.01020234
449	40.76461837	-73.98789473
157	40.69089272	-73.99612349
290	40.76020258	-73.96478473
336	40.73047747	-73.99906065
523	40.75466591	-73.99138152
426	40.71754834	-74.01322069
355	40.71602118	-73.99974372
346	40.73652889	-74.00618026
444	40.7423543	-73.98915076
312	40.722055	-73.989111
479	40.76019252	-73.9912551
265	40.72229346	-73.99147535
389	40.71044554	-73.96525063
328	40.72405549	-74.00965965
518	40.74780373	-73.9734419
471	40.71286844	-73.95698119
303	40.72362738	-73.99949601
418	40.70224	-73.982578
493	40.7568001	-73.98291153
2017	40.75022392	-73.97121414
494	40.74734825	-73.99723551
405	40.739323	-74.008119
497	40.73704984	-73.99009296
253	40.73543934	-73.99453948
485	40.75038009	-73.98338988
469	40.76344058	-73.98268129
361	40.71605866	-73.99190759
470	40.74345335	-74.00004031
281	40.7643971	-73.97371465
489	40.75066386	-74.00176802
270	40.69308257	-73.97178913
2022	40.75849116	-73.95920622
496	40.73726186	-73.99238967
432	40.72621788	-73.98379855
399	40.68851534	-73.9647628
331	40.71173107	-73.99193043
212	40.74334935	-74.00681753
2010	40.72165481	-74.00234737
362	40.75172632	-73.98753523
151	40.7218158	-73.99720307
545	40.736502	-73.97809472
357	40.73261787	-73.99158043
477	40.75640548	-73.9900262
434	40.74317449	-74.00366443
238	40.7361967	-74.00859207
2004	40.724399	-74.004704
72	40.76727216	-73.99392888
276	40.71748752	-74.0104554
509	40.7454973	-74.00197139
263	40.71729	-73.996375
358	40.73291553	-74.00711384
236	40.7284186	-73.98713956
486	40.7462009	-73.98855723
237	40.73047309	-73.98672378
320	40.71743998	-74.00583475
360	40.70717936	-74.00887308
527	40.74315566	-73.97434726
400	40.71926081	-73.98178024
446	40.74487634	-73.99529885
375	40.72679454	-73.99695094
420	40.68764484	-73.96968902
228	40.7546011026	-73.971878855
354	40.69363137	-73.96223558
495	40.76269882	-73.99301222
2002	40.716887	-73.963198
313	40.69610226	-73.96751037
243	40.687979	-73.978474
419	40.69580705	-73.97355569
297	40.734232	-73.986923
480	40.76669671	-73.99061728
225	40.74195138	-74.00803013
257	40.71939226	-74.00247214
250	40.72456089	-73.99565293
302	40.72082834	-73.97793172
147	40.71542197	-74.01121978
533	40.75299641	-73.98721619
456	40.7597108	-73.97402311
498	40.74854862	-73.98808416
82	40.71117416	-74.00016545
406	40.69512845	-73.99595065
301	40.72217444	-73.98368779
440	40.75255434	-73.97282625
488	40.75645824	-73.99372222
150	40.7208736	-73.98085795
3002	40.711512	-74.015756
217	40.70277159	-73.99383605
152	40.71473993	-74.00910627
388	40.749717753	-74.002950346
335	40.72903917	-73.99404649
350	40.71559509	-73.9870295
233	40.69246277	-73.98963911
437	40.6809833854	-73.9500479759
464	40.75934501	-73.96759673
271	40.68528172	-73.97805813
289	40.6845683	-73.95881081
395	40.68807003	-73.98410637
83	40.68382604	-73.97632328
2009	40.71117444	-73.99682619
309	40.7149787	-74.013012
454	40.75455731	-73.96592976
508	40.76341379	-73.99667444
510	40.7606597	-73.98042047
195	40.70905623	-74.01043382
244	40.69196035	-73.96536851
436	40.68216564	-73.95399026
377	40.72243797	-74.00566443
343	40.69794	-73.96986848
161	40.72917025	-73.99810231
164	40.75323098	-73.97032517
428	40.72467721	-73.98783413
525	40.75594159	-74.0021163
442	40.746647	-73.993915
316	40.70955958	-74.00653609
278	40.69766564	-73.98476437
414	40.70281858	-73.98765762
373	40.69331716	-73.95381995
249	40.71870987	-74.0090009
514	40.76087502	-74.00277668
153	40.752062307	-73.9816324043
372	40.694528	-73.958089
546	40.74444921	-73.98303529
342	40.71739973	-73.98016555
492	40.75019995	-73.99093085
260	40.70365182	-74.01167797
353	40.68539567	-73.97431458
394	40.72521311	-73.97768752
384	40.68317813	-73.9659641
511	40.72938685	-73.97772429
137	40.761628	-73.972924
327	40.7153379	-74.01658354
443	40.70853074	-73.96408963
229	40.72743423	-73.99379025
340	40.71269042	-73.98776323
386	40.71494807	-74.00234482
332	40.71219906	-73.97948148
408	40.71076228	-73.99400398
349	40.71850211	-73.98329859
2008	40.70569254	-74.01677685
487	40.73314259	-73.97573881
416	40.68753406	-73.97265183
2000	40.70255088	-73.98940236
538	40.75795248	-73.97787642
427	40.70251526	-74.01427023
173	40.76064679	-73.98442659
304	40.70463334	-74.01361706
411	40.72228087	-73.97668709
520	40.75992262	-73.97648516
390	40.69221589	-73.9842844
484	40.75500254	-73.98014437
501	40.744219	-73.97121214
168	40.73971301	-73.99456405
268	40.71910537	-73.99973337
275	40.68650065	-73.96563307
387	40.71273266	-74.0046073
457	40.76695317	-73.98169333
524	40.75527307	-73.98316936
267	40.75097711	-73.98765428
319	40.71336124	-74.00937622
502	40.714215	-73.981346
311	40.7172274	-73.98802084
421	40.69573398	-73.97129668
245	40.69327018	-73.97703874
481	40.71260486	-73.96264403
324	40.689888	-73.981013
259	40.70122128	-74.01234218
144	40.69839895	-73.98068914
298	40.68683208	-73.9796772
232	40.69597683	-73.99014892
315	40.70355377	-74.00670227
314	40.69424674	-73.99215922
445	40.72740794	-73.98142006
2006	40.76590936	-73.97634151
146	40.71625008	-74.0091059
261	40.69474881	-73.98362464
365	40.68223166	-73.9614583
310	40.68926942	-73.98912867
2023	40.75968085	-73.97031366
339	40.72580614	-73.97422494
119	40.69608941	-73.97803415
409	40.6906495	-73.95643107
2001	40.69892054	-73.97332996
282	40.70827295	-73.96834101
2005	40.70531194	-73.97100056
266	40.72368361	-73.97574813
397	40.68415748	-73.96922273
431	40.68864636	-73.98263429
218	40.69028437	-73.98707105
321	40.69991755	-73.98971773
279	40.69986937	-73.98271933
248	40.72185379	-74.00771779
216	40.70037867	-73.99548059
516	40.75206862	-73.96784384
455	40.75001986	-73.96905301
