0	8	7910	334	40.74238787	-73.99726235	247	40.73535398	-74.00483091	1
0	8	59836	388	40.749717753	-74.002950346	432	40.72621788	-73.98379855	1
0	8	1758	515	40.76009437	-73.99461843	478	40.76030096	-73.99884222	2
0	8	62219	350	40.71559509	-73.9870295	499	40.76915505	-73.98191841	1
0	8	73551	324	40.689888	-73.981013	442	40.746647	-73.993915	1
0	8	35669	532	40.710451	-73.960876	462	40.74691959	-74.00451887	1
0	8	73552	143	40.69239502	-73.99337909	435	40.74173969	-73.99415556	1
0	8	51012	82	40.71117416	-74.00016545	500	40.76228826	-73.98336183	1
0	8	73554	431	40.68864636	-73.98263429	268	40.71910537	-73.99973337	1
0	8	5755	532	40.710451	-73.960876	466	40.74395411	-73.99144871	1
0	8	73555	454	40.75455731	-73.96592976	467	40.68312489	-73.97895137	1
0	8	47190	284	40.7390169121	-74.0026376103	499	40.76915505	-73.98191841	1
0	8	53672	511	40.72938685	-73.97772429	427	40.70251526	-74.01427023	1
0	8	31385	327	40.7153379	-74.01658354	501	40.744219	-73.97121214	1
0	8	37418	426	40.71754834	-74.01322069	265	40.72229346	-73.99147535	1
0	8	48780	537	40.74025878	-73.98409214	2006	40.76590936	-73.97634151	1
0	8	1044	340	40.71269042	-73.98776323	404	40.7405826	-74.00550867	1
0	8	16172	472	40.7457121	-73.98194829	151	40.7218158	-73.99720307	1
0	8	51014	366	40.693261	-73.968896	217	40.70277159	-73.99383605	1
0	8	26506	387	40.71273266	-74.0046073	398	40.69165183	-73.9999786	1
0	8	23508	282	40.70827295	-73.96834101	282	40.70827295	-73.96834101	1
0	8	35471	326	40.72953837	-73.98426726	281	40.7643971	-73.97371465	1
0	8	4420	482	40.73935542	-73.99931783	493	40.7568001	-73.98291153	1
0	8	45308	128	40.72710258	-74.00297088	2006	40.76590936	-73.97634151	1
0	8	29986	524	40.75527307	-73.98316936	382	40.73492695	-73.99200509	2
0	8	63586	504	40.73221853	-73.98165557	2006	40.76590936	-73.97634151	1
