0	20	2240	322	40.696192	-73.991218	387	40.71273266	-74.0046073	1
0	20	8753	377	40.72243797	-74.00566443	127	40.73172428	-74.00674436	1
0	20	55249	439	40.7262807	-73.98978041	300	40.728145	-73.990214	1
0	20	12534	499	40.76915505	-73.98191841	2021	40.75929124	-73.98859651	1
0	20	11999	457	40.76695317	-73.98169333	457	40.76695317	-73.98169333	1
0	20	1301	268	40.71910537	-73.99973337	380	40.73401143	-74.00293877	1
0	20	9369	2006	40.76590936	-73.97634151	2006	40.76590936	-73.97634151	2
0	20	2708	330	40.71450451	-74.00562789	518	40.74780373	-73.9734419	2
0	20	69729	457	40.76695317	-73.98169333	373	40.69331716	-73.95381995	1
0	20	32491	152	40.71473993	-74.00910627	495	40.76269882	-73.99301222	1
0	20	58037	2022	40.75849116	-73.95920622	356	40.71622644	-73.98261206	2
0	20	45845	307	40.71427487	-73.98990025	361	40.71605866	-73.99190759	1
0	20	52836	290	40.76020258	-73.96478473	279	40.69986937	-73.98271933	1
0	20	20193	468	40.7652654	-73.98192338	457	40.76695317	-73.98169333	1
0	20	19760	430	40.7014851	-73.98656928	481	40.71260486	-73.96264403	2
0	20	18352	352	40.76340613	-73.97722479	449	40.76461837	-73.98789473	2
0	20	183	294	40.73049393	-73.9957214	345	40.73649403	-73.99704374	1
0	20	45222	259	40.70122128	-74.01234218	349	40.71850211	-73.98329859	1
0	20	64425	509	40.7454973	-74.00197139	304	40.70463334	-74.01361706	1
0	20	70521	137	40.761628	-73.972924	147	40.71542197	-74.01121978	1
0	20	2908	519	40.75188406	-73.97770164	128	40.72710258	-74.00297088	1
0	20	38507	410	40.72066442	-73.98517977	2004	40.724399	-74.004704	1
0	20	18108	536	40.74144387	-73.97536082	499	40.76915505	-73.98191841	1
0	20	60896	416	40.68753406	-73.97265183	471	40.71286844	-73.95698119	2
0	20	7705	497	40.73704984	-73.99009296	236	40.7284186	-73.98713956	1
0	20	3737	217	40.70277159	-73.99383605	387	40.71273266	-74.0046073	4
0	20	16826	387	40.71273266	-74.0046073	503	40.73827428	-73.98751968	1
0	20	21842	539	40.71534825	-73.96024116	410	40.72066442	-73.98517977	1
0	20	35469	312	40.722055	-73.989111	318	40.75320159	-73.9779874	2
0	20	52306	157	40.69089272	-73.99612349	241	40.68981035	-73.97493121	1
0	20	23676	521	40.75044999	-73.99481051	284	40.7390169121	-74.0026376103	2
0	20	70526	387	40.71273266	-74.0046073	492	40.75019995	-73.99093085	2
0	20	64669	303	40.72362738	-73.99949601	2008	40.70569254	-74.01677685	2
0	20	70527	373	40.69331716	-73.95381995	223	40.73781509	-73.99994661	1
0	20	52072	472	40.7457121	-73.98194829	480	40.76669671	-73.99061728	1
0	20	38966	251	40.72317958	-73.99480012	346	40.73652889	-74.00618026	1
0	20	31571	173	40.76064679	-73.98442659	536	40.74144387	-73.97536082	1
0	20	24552	472	40.7457121	-73.98194829	327	40.7153379	-74.01658354	1
0	20	27855	361	40.71605866	-73.99190759	459	40.746745	-74.007756	1
0	20	70528	281	40.7643971	-73.97371465	128	40.72710258	-74.00297088	1
