0	1	38008	323	40.69236178	-73.98631746	392	40.695065	-73.987167	1
0	1	63154	467	40.68312489	-73.97895137	305	40.76095756	-73.96724467	1
0	1	55555	290	40.76020258	-73.96478473	511	40.72938685	-73.97772429	2
0	1	1171	447	40.76370739	-73.9851615	468	40.7652654	-73.98192338	1
0	1	16505	528	40.74290902	-73.97706058	326	40.72953837	-73.98426726	2
0	1	39757	369	40.73224119	-74.00026394	504	40.73221853	-73.98165557	3
0	1	11777	236	40.7284186	-73.98713956	247	40.73535398	-74.00483091	1
0	1	39910	151	40.7218158	-73.99720307	447	40.76370739	-73.9851615	1
0	1	10989	341	40.71782143	-73.97628939	341	40.71782143	-73.97628939	1
0	1	58096	250	40.72456089	-73.99565293	485	40.75038009	-73.98338988	1
0	1	63162	161	40.72917025	-73.99810231	316	40.70955958	-74.00653609	1
0	1	1377	301	40.72217444	-73.98368779	358	40.73291553	-74.00711384	1
0	1	13647	307	40.71427487	-73.98990025	340	40.71269042	-73.98776323	1
0	1	4957	247	40.73535398	-74.00483091	195	40.70905623	-74.01043382	1
0	1	63163	512	40.7500727	-73.99839279	350	40.71559509	-73.9870295	1
0	1	24359	453	40.74475148	-73.99915362	510	40.7606597	-73.98042047	1
0	1	34837	383	40.735238	-74.000271	401	40.72019576	-73.98997825	1
0	1	45130	528	40.74290902	-73.97706058	404	40.7405826	-74.00550867	1
0	1	147	470	40.74345335	-74.00004031	116	40.74177603	-74.00149746	1
0	1	15859	412	40.7158155	-73.99422366	324	40.689888	-73.981013	1
0	1	52333	401	40.72019576	-73.98997825	2010	40.72165481	-74.00234737	1
0	1	45623	488	40.75645824	-73.99372222	433	40.72955361	-73.98057249	1
0	1	34569	494	40.74734825	-73.99723551	433	40.72955361	-73.98057249	1
0	1	19478	350	40.71559509	-73.9870295	448	40.75660359	-73.9979009	1
0	1	35770	546	40.74444921	-73.98303529	137	40.761628	-73.972924	3
0	1	27166	380	40.73401143	-74.00293877	2021	40.75929124	-73.98859651	1
0	1	54576	369	40.73224119	-74.00026394	301	40.72217444	-73.98368779	1
0	1	146	405	40.739323	-74.008119	453	40.74475148	-73.99915362	1
0	1	30155	526	40.74765947	-73.98490707	312	40.722055	-73.989111	1
0	1	16607	285	40.73454567	-73.99074142	266	40.72368361	-73.97574813	1
0	1	24099	410	40.72066442	-73.98517977	2002	40.716887	-73.963198	2
0	1	374	368	40.73038599	-74.00214988	301	40.72217444	-73.98368779	1
0	1	15	410	40.72066442	-73.98517977	532	40.710451	-73.960876	1
0	1	35721	461	40.73587678	-73.98205027	515	40.76009437	-73.99461843	1
0	1	32641	324	40.689888	-73.981013	421	40.69573398	-73.97129668	1
0	1	23905	380	40.73401143	-74.00293877	473	40.72110063	-73.9919254	1
0	1	35492	448	40.75660359	-73.9979009	470	40.74345335	-74.00004031	1
0	1	30791	440	40.75255434	-73.97282625	2003	40.73416059	-73.98024289	1
0	1	33397	225	40.74195138	-74.00803013	72	40.76727216	-73.99392888	1
0	1	45731	494	40.74734825	-73.99723551	528	40.74290902	-73.97706058	1
0	1	25702	488	40.75645824	-73.99372222	152	40.71473993	-74.00910627	1
0	1	11590	448	40.75660359	-73.9979009	458	40.751396	-74.005226	1
0	1	29862	223	40.73781509	-73.99994661	312	40.722055	-73.989111	1
0	1	63164	218	40.69028437	-73.98707105	397	40.68415748	-73.96922273	1
0	1	30370	521	40.75044999	-73.99481051	518	40.74780373	-73.9734419	1
0	1	21383	528	40.74290902	-73.97706058	368	40.73038599	-74.00214988	1
0	1	21327	348	40.72490985	-74.00154702	300	40.728145	-73.990214	1
